IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2 30>;2 31>;2 41>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30 31>;30 31>30>;30 41>;30>;30>14>;30>14>41>;30>30>;30>30>30>;30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31 41>;31 41>30>;31 41>41>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41 43>;41 44>;41>;41>14>;41>2>;41>30>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>44>;42>;43 44>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>14>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
29379-6895;20130201;insucesso;1;1;;;25;1;;;4;;;;1;;;;;;;;6;;2;2;2;1;;1;;;3;;1;;;;;1;;;;;5;;;;1;;;;;1;1;1;2;;;;;;;13;;;6;5;2;1;1;;;;;;5;;;;5;;2;1;1;;;;;2;;;;2;;2;2;;;13;;1;;1;;;3;;;3;3;2;1;1;;;;;;;;;;2;;;2;;2;;2;2;2;6;2;1;1;1;;4;2;1;2;2;2;2;2;2;;;1;1;1;;4;;1;;;;;;;;1;;;;1;;;;1;;;194
30492-4433;20120102;insucesso;1;;1;1;81;3;;;3;;1;1;7;;3;;1;;1;;28;;3;1;;;3;4;4;2;1;2;4;2;2;2;1;;;;;;10;1;1;1;3;;;;3;;;;;1;;1;;;;18;2;;7;4;2;2;1;1;;;;;18;4;1;3;10;1;5;3;2;;;3;3;;2;;;2;1;1;1;;;68;;3;;2;1;1;10;1;;3;1;1;;;2;2;5;3;2;1;;;;20;6;;16;3;10;2;6;3;1;19;10;4;1;2;1;10;6;3;6;4;3;1;1;;1;1;1;;;1;5;;;;4;3;;2;6;6;24;9;2;1;9;;6;6;1;1;1;615
30492-5384;20120202;insucesso;;;;;17;2;;;3;1;;;4;1;2;1;;;3;;4;1;1;;;;;;;;;;1;;;;;;;;;;3;;;;1;;;;;;;;;;;;;;;22;3;;7;3;1;5;4;1;;;;;18;1;1;;15;1;7;3;1;3;3;3;2;;;;;;;;;;;11;;;;3;;3;3;;2;;;;;;;;;;;;;;;1;;;1;;1;1;;;;1;1;1;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;2;;;;;2;1;191
30492-6030;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;2;6;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;13;;;;1;;;;;;;1;;;;;;;;;;;;10;;;;;;;2;;;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;;1;;;;;;;52
30586-4434;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;3;;3;12;;;;;;;;1;;;;;6;;;8;5;6;20;;;7;4;;3;2;3;;4;2;;14;;;;7;;1;;;;;;;;2;;;;;;;;;18;;1;4;;;;3;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;;;;;;;1;;;;;;;154
30588-4435;20120102;insucesso;3;2;1;1;16;1;1;;5;1;;;7;;5;;2;2;1;;1;;1;;;;;;;;;;;;;;;;;;;;10;;;;2;;1;;;;;;;;;;;;;8;;;3;2;;2;;1;;;;;9;2;;;7;;3;2;;2;;2;;;;;;;;;;;;4;;;;1;1;;2;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;1;;;;;;1;;;;;;;;;;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;;127
30588-5490;20120202;insucesso;;;;;16;;;;1;;1;1;1;1;;;;;;1;5;;1;;;;1;;;;;;1;;;1;;;;;;;2;;;;;;;1;;;;;;1;;1;;;;2;1;;1;;;;;;;;;;5;2;;1;1;;;;;;;;;;1;;;2;1;1;;;;12;;;;;;;2;;;;;;;;;;1;;;;;;;2;;;1;;1;;;;;2;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;1;;;;;;83
30588-5799;20130101;insucesso;1;1;;;8;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;2;;;;1;;;;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;1;;;;;;;;1;1;4;2;;;6;1;1;1;1;3;3;56
30588-6590;20130201;insucesso;;;;;3;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;1;1;;;;1;1;11
30609-5061;20120201;insucesso;1;1;;;5;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;1;1;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;5;;;;1;;;;1;;;30
30639-5489;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;1;9;;;;;;;;1;;;;;7;;;7;4;1;20;;;14;5;;5;3;2;;;;;12;;;;6;;3;;;;;;;;;;;;;;;;;7;;2;;1;;;1;;;1;;;;;;;1;;;;;;;3;;;1;;1;;;;;1;;;;;;1;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;128
30687-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;1;1;1;17;;;;;;1;;1;;;;;4;;;2;;1;14;;;5;;;2;;1;;2;;;17;;;;4;;2;;;;;1;;;2;;;1;;;;;1;29;;1;1;1;;;6;;;2;2;;;;;;2;;;;;;;5;;;3;;1;;;;;8;;;;;;2;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;154
30696-4435;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;1;6;;;;;;;;;;;;;;;;1;;3;6;;;2;1;;;;1;;2;;1;8;;;;1;;;;;;;;;;1;;;;;;;;;9;;1;1;1;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54
30703-5384;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;4;;3;5;3;25;;;;;;1;;2;;;;;;;;5;1;10;28;;;2;2;;5;2;3;;11;2;3;38;;;;9;;1;;;;;7;;;6;;;;;;;2;4;50;;2;2;5;;;14;;;5;3;;;;;;1;;;;1;;2;8;;;1;;;;;;;14;;;;;;2;;;1;;;;;;;;2;;;;3;;;;;;;;4;1;;;;;2;;2;;;;;314
30705-5489;20120202;insucesso;;;;;14;2;;1;1;;;;;;;;;;;;7;1;4;2;1;1;1;2;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;5;;;;1;;;;;;;;;;3;2;;;;;;;;23;1;;;3;;1;11;;2;3;2;2;1;;1;;2;1;1;;;;;8;;;8;1;4;;3;3;3;14;1;1;1;1;1;5;1;1;3;1;3;1;3;2;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;181
30705-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;10;;;;;;3;;;;;;;;;;1;1;2;8;;;3;1;;1;1;;;2;1;1;7;;;;3;;2;;;;;;;;1;;;;;;;1;1;19;;1;2;2;;;4;;;2;2;;;;;;1;;;;1;;1;5;;;3;;;;;;;13;;;;;;3;;;1;;;;;;;;1;;;;3;;;;;;;;2;1;;;;;2;;1;;;;;128
30739-4434;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;1;9;23;;;;;;4;;3;;;;;;;;1;;3;5;;;;;;2;;1;;13;2;3;18;;;;2;;;;;;;;;;3;;;;;;;1;4;53;;6;2;2;;;15;;;8;4;;;;;;1;;;;;;1;5;;;2;;;;;;;15;;;;;;2;;;;;;;;;;;1;;;;3;;;;;;;;8;2;;;;;5;;1;;;;;238
30745-5490;20120202;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;1;;14;;;;;;;;;;;;;;;;2;1;4;14;;;1;;;3;;3;;4;1;1;20;;;;3;;;;;;;2;;;1;;;;;;;3;4;43;;;1;1;;;13;;;2;1;;;;;;2;;;;;;1;9;;;1;;;;;;;17;;;;;;4;;;1;;;;;;;;3;;;;2;;;;;;;;1;1;24;10;;;11;;1;;;;;237
30777-4433;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;12;;;;;;1;;1;;;;;4;;;;;;1;;;;;;;;;;1;;;7;;;;;;;;;;;2;;;2;;;;;;;;;10;;;;2;;;1;;;;;;;;;;1;;;;;;1;2;;;1;;;;;;;3;;;;;;1;;;;;;;;;;;2;;;;2;;;;;3;;;;;;;;;;;;;;;;63
30799-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3;;5;2;4;15;;;;;;;;1;;;;;;;;4;1;10;58;;;17;8;;6;3;4;;6;4;;27;;;;14;;4;;;;;4;;;1;;;1;;;;2;2;43;;1;8;4;;;9;;;2;1;;;;;;1;;;;2;;1;3;;;2;;1;;;;;8;;;;;;2;;;;;;;;;;;1;;;;10;;;;;;;;6;6;13;;;;13;;4;;;;;350
30807-5489;20120202;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;7;5;6;20;;;;;;1;;3;;;;;;;;7;3;8;20;;;4;1;;3;2;3;;6;;;22;;;;6;;;;;;;;;;;;;;;;;1;3;23;;1;2;2;;;6;;;2;1;;;;;;;;;;;;2;3;;;1;;1;;;;;9;;;;;;3;;;;;;;;;;;2;;;;6;;;;;4;;;8;2;;;;;5;;4;;;;;221
30808-4435;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;12;;;;;;2;;1;;;;;;;;2;2;;6;;;3;;;2;2;;;1;1;;11;;;;5;;1;;;;;2;;;;;;1;;;;1;;17;;1;1;1;;;4;;;1;;;;;;;1;;;;1;;2;6;;;3;;1;;;;;9;;;;;;2;;;2;;;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;116
30812-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;10;;;;;;;;;;;;;;;;;;2;7;;;1;;;1;;;;;;;14;;;;2;;;;;;;1;;;;;;;;;;;;23;;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;5;;;;;22;5;;;3;;;;;;;112
30813-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;;14;;;;;;3;;;;;;;1;;;1;;1;14;;;2;;;;;;;5;1;1;19;;;;5;;;;;;;;;;2;;;;;;;1;;32;;;1;1;;;6;;;2;2;;;;;;;;;;1;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;11;;;;;14;;;;;;;;;;;;;;;;149
30834-4435;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;;;1;1;10;;;;;;;;;;;;;;;;1;;;9;;;1;;;1;1;;;4;;;34;;;;5;;;;;;;6;;;3;;;;;;;;1;30;;2;;3;;;4;;;3;;;;;;;1;;;;;;1;2;;;1;;1;;;;;6;;;;;;1;;;1;;;;;;;;4;;;;12;;;;;;;;3;1;;;;;2;;1;;;;;167
30904-4603;20120102;SUCESSO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;3;;;;;;;;;;;;1;3;;;1;1;;1;1;;;2;1;1;7;;;;3;;1;;;;;;;;1;;;1;;;;;;16;;;1;2;;;3;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;2;;;;;1;;;;;;;;;;;;;;;;79
30926-4433;20120102;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;5;6;2;16;;;;;;3;;;;;;;15;;;7;3;2;29;;;6;3;;11;6;1;;5;3;;43;;;;15;;2;;;;;4;;;1;;;13;;;;;;42;;;3;1;;;8;;;1;;;;;;;1;;;;;;2;4;;;1;;;;;;;2;;;;;;1;;;1;;;;;;;;3;;;;1;;;;;4;;;6;1;1;;;;6;;;;;;;298
30940-4435;20120102;SUCESSO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;2;4;28;;;;;;1;;2;;;;;3;;;2;2;1;19;;;7;2;;;;4;;3;2;;22;;;;11;;3;;;;;;;;2;;;1;;;;;5;69;;4;3;1;;;16;;;4;1;;;;;;1;;;;2;;1;11;;;4;;4;;;;;17;;;;;;9;;;4;;;;;;;;7;;;;2;;;;;;;;4;2;1;;;;5;;2;;;;;309
30965-4433;20120102;insucesso;4;1;4;4;20;1;;;2;;;;1;;;;;;;;6;;1;1;;;;;;;;;2;;;;;;;;;;10;1;1;1;;;1;2;2;;;;;2;;2;;;;3;;;1;;;;;1;1;;;;3;;;;2;;1;;;;;;;;;;;1;;1;1;;;32;;;;;;;11;;;5;4;;;;;;;;;;;;;1;;;1;;1;;;;;1;;;;;;1;;;;;;;;;;;4;1;1;4;1;;;;;;;;2;2;9;3;1;1;6;;1;1;1;;;179
30968-4434;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;5;;;;;;2;;1;;;;;;;;1;;;11;;;2;;;;;;;2;;;9;;;;4;;1;;;;;;;;;;;;;;;;;10;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;2;;1;;;;;63
30969-5799;20130101;insucesso;;;;;14;;;;;;;;3;;2;1;;;;;3;;2;;;;;;;;1;1;3;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;1;1;;;;1;;;;;8;1;;;4;2;;;;;;2;;;;;;1;1;;;;;13;;;;2;;1;4;;2;;;;;;;;;;;;;;;3;;;2;;;;;;;5;;;;;;;;;;;;;;;;;;;;;3;2;;;;1;;;;;4;;;;7;1;;;1;1;1;120
30982-4435;20120102;insucesso;;;;;8;;;;1;;;;1;;1;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;7;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;3;;;;2;;;;;;;;;;1;;;;;;;;;16;1;1;;1;;1;6;;;;;;;;;;1;1;1;;;;;2;;;2;;1;;;;;2;;;;;;1;;;;;;;;;;;;;;;2;;;;1;1;;;4;2;20;9;4;2;3;;2;;;;;118
30985-4433;20120102;insucesso;4;2;3;3;38;;;;6;;;;2;1;1;1;;;;;12;;6;1;;;;1;;;;;;;;1;1;;;;;;19;1;1;1;2;;;;1;2;2;2;;;;;;;;3;1;1;;;;2;2;;;;;;8;3;2;1;3;1;;;;1;1;;;;;;;;;;;;;30;;2;;2;;1;14;2;2;5;3;2;1;1;2;;3;;;;;;;6;;3;2;;2;;2;1;;10;1;;;;;8;;;5;;3;;2;2;;;4;2;2;3;1;;;;1;;;;3;2;17;11;6;4;2;;2;1;;;;321
30988-4603;20120102;insucesso;;;;;24;3;;;1;;;;4;1;1;;;;;;7;;2;1;;;;2;2;2;2;;2;;;;;;;;;;2;;;;1;;1;;;;;;1;;;;;;;4;1;;1;;;;;;1;;;;8;1;;1;3;;1;;;;;1;;;1;;1;;;;;;;22;;;;;;;3;;;1;;;;;;;1;1;;;;;;6;;;6;2;5;;4;2;1;9;5;4;;1;1;5;3;2;4;3;2;1;1;;;;;;;;4;;1;;;1;;;3;3;3;2;1;;4;;2;2;1;;;205
30993-4435;20120102;insucesso;1;1;;;47;7;2;4;5;;3;;3;1;2;1;;1;;;20;1;11;10;5;3;2;6;3;2;;1;6;;;1;1;;;;;;11;;;;3;2;;1;3;1;1;1;;7;1;3;;;;3;1;1;;;;1;1;1;;;;;12;7;2;3;2;1;;;;1;1;2;;;;;2;;;;;;;43;2;3;;8;4;;18;1;7;13;8;5;4;3;2;2;7;6;3;3;;;;14;3;3;11;1;7;;6;5;4;14;5;;;3;1;8;4;;7;4;5;4;4;2;2;1;1;1;1;;2;;;1;;1;;;;;24;6;1;1;8;;;;5;;;537
30996-4435;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;1;9;;;;;;1;;;;;;;2;;;1;;;8;;;;;;1;;;;2;1;;12;;;;3;;;;;;;1;;;1;;;3;;;;;;12;;1;1;;;;3;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;5;;;;;3;;;;;17;5;;;3;;;;;;;107
31031-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;1;1;10;;;;;;1;;;;;;;5;;;;;2;9;;;2;2;;1;;;;3;3;2;10;;;;5;;2;;;;;2;;;2;;;7;;;;3;1;32;;1;3;2;;;7;;;1;;;;;;;1;;;;3;;2;9;;;7;;2;;;;;19;;;;;;4;;;1;;;;;;;;1;;;;2;;;;;1;;;2;2;12;6;;;4;;2;;;;;204
31077-4434;20120102;SUCESSO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;8;;;;;;1;;;;;;;1;;;1;;;5;;;1;;;1;;;;;;;10;;;;1;;;;;;;2;;;1;;;;;;;1;;21;;;;2;;;6;;;2;2;;;;;;2;;;;;;;3;;;1;;;;;;;4;;;;;;;;;;;;;;;;;2;;;;6;;;;;;;;1;1;3;;;;1;;1;;;;;95
31136-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;1;1;8;;;;;;1;;;;;;;;;;10;4;1;32;;;11;4;;1;1;4;;3;;;28;;;;9;;3;;;;;;;;1;;;1;;;;1;2;25;;1;;2;;;10;;;2;;;;;;;;;;;1;;1;6;;;2;;1;;;;;18;;;;;;6;;;4;;;;;;;;1;;;;7;;;;;2;;;5;3;5;1;;;7;;;;;;;244
31155-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;11;;;;;;1;;1;;;;;1;;;5;1;7;18;;;6;2;;3;;3;;12;2;2;32;;;;3;;2;;;;;1;;;4;;;;;;;;;24;;;4;2;;;7;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;12;;;;;15;;;9;3;1;;;;6;;3;;;;;213
31158-5384;20120202;insucesso;4;2;1;;34;3;;;4;1;9;6;1;1;;;;;;;7;;3;1;1;1;;1;;;;;4;;;;;;;;;;20;1;1;;2;;2;;3;3;3;2;;13;1;8;;;;;;;;;;;;;;;;;4;2;1;;;;;;;;;1;;1;;;1;1;;;;;;24;;;;3;2;;8;;2;3;2;2;2;2;;;;;;;;;;2;;;1;;;;;;;1;;;;;;;;;;;;;;;1;1;4;3;2;1;1;;;;;;;;;;10;;;;8;;;;;1;;240
31158-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;21
31170-5490;20120202;SUCESSO;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;1;;15;;;;;;;;;;;;;2;;;1;1;2;11;;;2;1;;;;;;4;2;;14;;;;6;;;;;;;1;;;1;;;1;;;;3;2;66;;1;2;2;;;7;;;3;3;;;;;;1;;;;;;3;10;;;5;;;;;;;16;;;;;;4;;;2;;;;;;;;3;;;;1;;;;;;;;;;12;4;;;5;;;;;;;226
31191-4434;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;5;;;1;2;5;;;;;;;;1;;;;;1;;;3;1;1;27;;;5;1;;9;3;2;;3;1;1;34;;;;16;;1;;;;;2;;;2;;;1;;;;1;1;36;;;1;4;;;8;;;1;;;;;;;1;;;;1;;2;12;;;6;;1;;;;;23;;;;;;9;;;3;;;;;;;;1;;;;;;;;;;;;4;4;9;3;;;7;;;;;;;274
31210-5799;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;4;;;1;;6;;;;;;;;;;;;;;;;4;1;3;13;;;3;1;;2;;1;;3;1;1;15;;;;5;;;;;;;1;;;2;;;;;;;;;16;;;1;;;;4;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;4;;2;;;;5;;2;;;;;108
31219-5490;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;1;2;1;4;;;;;;;;;;;;;;;;3;;6;18;;;2;;;3;2;;;8;2;2;29;;;;9;;2;;;;;2;;;5;;;;;;;;;26;;;3;2;;;4;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;5;5;;;;;4;;2;;;;;164
31256-5061;20120201;insucesso;;;;;28;4;;1;3;1;2;;8;;7;1;;3;1;;10;;4;2;1;;;1;1;1;;;2;2;2;;;;;;;;6;;;;1;;;2;;;;;;4;2;1;;;;19;6;1;2;;;7;7;;1;;;;19;;;;17;5;;;;6;6;2;2;;1;1;;1;;1;1;;;18;3;1;;1;;1;6;1;;2;1;;;;;;;;;;;;;2;;;1;1;1;;;;;6;1;;;1;1;1;;;;;;;;;1;1;;;;;2;;;;;;;;4;4;;;;;4;;4;4;;1;;280
31271-4434;20120102;insucesso;1;;1;1;45;4;2;;8;3;2;1;11;1;7;;4;2;;1;7;;1;;;;;;;;2;;2;1;1;1;1;;;;;;14;;;;4;1;1;;1;;;;6;3;1;1;;;;13;3;;5;1;1;4;4;;2;;;;17;2;;;9;1;5;1;1;3;3;1;1;1;;;3;3;1;2;1;;;28;1;2;;2;;;6;1;1;2;1;1;;;;;;;;;;;;2;;;;;;;;;;7;1;1;;;;;;;;;;;;;;;1;;;1;8;2;6;;;2;;;1;1;3;3;2;2;2;;1;1;1;1;1;325
31292-5384;20120202;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;3;12;;;;;;;;1;;;;;;;;2;1;2;7;;;1;;;;;1;;2;;1;14;;;;2;;;;;;;;;;1;;;;;;;2;2;37;;2;;2;;;12;;;5;2;;;;;;1;;;;2;;1;4;;;3;;1;;;;;10;;;;;;3;;;1;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;146
31295-4433;20120102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;13;;;;;;;;;;;;;1;;;4;2;2;11;;;3;2;;;;1;;1;;;11;;;;2;;1;;;;;;;;;;;;;;;2;1;16;;1;1;;;;3;;;;;;;;;;;;;;1;;1;4;;;2;;;;;;;9;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;103
31306-4433;20120102;SUCESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;2;4;;;;;;;;;;;;;;;;2;;5;12;;;1;;;;;;;5;1;1;10;;;;3;;;;;;;2;;;1;;;;;;;4;8;22;;;1;2;;;5;;;1;;;;;;;;;;;3;;5;11;;;7;;1;;;;;15;;;;;;4;;;2;;;;;;;;;;;;;;;;;;;;;;17;2;;;3;;;;;;;169
31311-5489;20120202;insucesso;;;;;19;2;;1;2;;;;6;1;3;1;;1;1;;4;1;2;;;;;1;1;1;1;1;1;;;2;2;;;;;;3;;;;1;;1;;2;;;;;1;;1;;;;7;1;1;;;;3;3;;;;;;13;2;2;;7;1;;;;3;3;2;;1;1;;;1;1;;;;;17;1;1;;2;;;7;1;1;2;;;;;;;;;;;;1;;2;;;1;1;1;;1;1;;9;2;;;1;1;4;;;3;;1;;;;1;1;;;;;1;1;;;1;1;1;;3;2;2;;;;5;;;;1;1;1;198
31311-6030;20130101;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;6;;;;;;;;;;;;;;;;2;;;8;;;2;2;;;;;;;;;6;;;;3;;1;;;;;1;;;;;;;;;;2;5;13;;;;;;;3;;;;;;;;;;1;;;;1;;3;5;;;2;;1;;;;;11;;;;;;3;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;86
31313-6401;20130102;SUCESSO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;3;2;1;10;;;;;;;;;;;;;;;;5;4;4;27;;;8;5;;4;2;2;;6;1;1;34;;;;17;;5;;;;;3;;;3;;;;;;;1;;41;;2;2;3;;;7;;;2;;;;;;;;;;;;;;3;;;2;;;;;;;12;;;;;;;;;;;;;;;;;1;;;;8;;;;;6;;;3;1;;;;;5;;1;;;;;250
