24;2>
78;2>
161;2>
210;2>
223;2>
226;2>
235;2>
242;2>
245;2>
246;2>
249;2>
252;2>
254;2>
333;2>
380;2>
386;2>
387;2>
372;5>
393;5>
395;5>
405;5>
58;7>
59;7>
345;7>
372;7>
393;7>
397;7>
405;7>
9;9>
64;9>
155;9>
199;9>
306;9>
371;9>
374;9>
9;11>
25;11>
63;11>
72;11>
154;11>
155;11>
199;11>
202;11>
213;11>
227;11>
306;11>
311;11>
313;11>
317;11>
345;11>
371;11>
372;11>
374;11>
377;11>
380;11>
387;11>
398;11>
405;11>
2;14>
5;14>
8;14>
10;14>
11;14>
12;14>
14;14>
21;14>
23;14>
24;14>
25;14>
27;14>
28;14>
31;14>
32;14>
33;14>
34;14>
38;14>
40;14>
42;14>
43;14>
44;14>
46;14>
47;14>
49;14>
50;14>
60;14>
62;14>
63;14>
64;14>
67;14>
70;14>
71;14>
72;14>
73;14>
77;14>
78;14>
79;14>
81;14>
82;14>
84;14>
86;14>
88;14>
96;14>
97;14>
99;14>
100;14>
101;14>
102;14>
103;14>
109;14>
112;14>
114;14>
116;14>
120;14>
122;14>
123;14>
124;14>
125;14>
127;14>
130;14>
135;14>
139;14>
140;14>
142;14>
144;14>
145;14>
148;14>
151;14>
153;14>
155;14>
158;14>
161;14>
163;14>
166;14>
168;14>
171;14>
174;14>
175;14>
176;14>
177;14>
178;14>
181;14>
185;14>
186;14>
187;14>
188;14>
190;14>
198;14>
200;14>
203;14>
206;14>
207;14>
210;14>
211;14>
213;14>
216;14>
230;14>
231;14>
232;14>
233;14>
234;14>
239;14>
244;14>
249;14>
252;14>
259;14>
260;14>
263;14>
264;14>
266;14>
272;14>
274;14>
275;14>
276;14>
278;14>
283;14>
285;14>
286;14>
287;14>
288;14>
293;14>
297;14>
298;14>
300;14>
301;14>
302;14>
304;14>
306;14>
311;14>
313;14>
317;14>
318;14>
320;14>
322;14>
324;14>
327;14>
331;14>
333;14>
335;14>
337;14>
338;14>
339;14>
340;14>
344;14>
345;14>
346;14>
350;14>
351;14>
354;14>
356;14>
357;14>
359;14>
360;14>
363;14>
366;14>
367;14>
369;14>
371;14>
372;14>
374;14>
377;14>
379;14>
380;14>
381;14>
385;14>
387;14>
389;14>
390;14>
391;14>
393;14>
395;14>
405;14>
406;14>
407;14>
408;14>
409;14>
412;14>
413;14>
414;14>
415;14>
49;16>
80;16>
140;16>
164;16>
167;16>
173;16>
178;16>
205;16>
5;17>
25;17>
31;17>
44;17>
74;17>
96;17>
106;17>
110;17>
111;17>
113;17>
122;17>
124;17>
128;17>
149;17>
181;17>
214;17>
220;17>
229;17>
230;17>
236;17>
