31;1>
117;1>
140;1>
161;1>
220;1>
285;1>
422;1>
598;1>
599;1>
601;1>
650;1>
693;1>
793;1>
918;1>
30;2>
31;2>
32;2>
63;2>
64;2>
68;2>
69;2>
72;2>
79;2>
89;2>
92;2>
93;2>
95;2>
100;2>
113;2>
117;2>
118;2>
132;2>
139;2>
140;2>
141;2>
143;2>
147;2>
148;2>
155;2>
159;2>
161;2>
167;2>
189;2>
191;2>
192;2>
193;2>
195;2>
199;2>
204;2>
207;2>
211;2>
213;2>
214;2>
215;2>
217;2>
219;2>
220;2>
221;2>
223;2>
224;2>
226;2>
233;2>
239;2>
243;2>
263;2>
264;2>
275;2>
276;2>
277;2>
285;2>
286;2>
288;2>
313;2>
314;2>
316;2>
317;2>
320;2>
324;2>
325;2>
327;2>
332;2>
337;2>
338;2>
340;2>
346;2>
348;2>
378;2>
380;2>
389;2>
390;2>
396;2>
397;2>
402;2>
408;2>
410;2>
422;2>
428;2>
440;2>
460;2>
462;2>
473;2>
507;2>
522;2>
563;2>
565;2>
569;2>
572;2>
573;2>
593;2>
597;2>
598;2>
599;2>
601;2>
603;2>
629;2>
633;2>
635;2>
638;2>
641;2>
645;2>
649;2>
650;2>
651;2>
653;2>
657;2>
690;2>
693;2>
725;2>
730;2>
735;2>
745;2>
757;2>
758;2>
765;2>
767;2>
778;2>
792;2>
802;2>
838;2>
840;2>
847;2>
850;2>
866;2>
882;2>
901;2>
913;2>
916;2>
917;2>
918;2>
919;2>
936;2>
966;2>
968;2>
972;2>
973;2>
976;2>
982;2>
984;2>
1010;2>
29;3>
137;3>
142;3>
147;3>
189;3>
191;3>
217;3>
219;3>
220;3>
221;3>
226;3>
316;3>
324;3>
690;3>
692;3>
693;3>
695;3>
759;3>
840;3>
966;3>
968;3>
972;3>
976;3>
982;3>
987;3>
998;3>
10;5>
11;5>
57;5>
58;5>
64;5>
65;5>
82;5>
83;5>
94;5>
139;5>
140;5>
152;5>
155;5>
173;5>
174;5>
175;5>
434;5>
435;5>
539;5>
540;5>
541;5>
542;5>
553;5>
554;5>
563;5>
571;5>
577;5>
579;5>
605;5>
606;5>
609;5>
662;5>
663;5>
852;5>
901;5>
902;5>
57;6>
217;6>
219;6>
223;6>
268;6>
269;6>
270;6>
271;6>
272;6>
274;6>
276;6>
277;6>
278;6>
279;6>
280;6>
281;6>
282;6>
283;6>
284;6>
300;6>
301;6>
302;6>
303;6>
363;6>
