81;1>
253;1>
638;1>
731;1>
928;1>
992;1>
1009;1>
1010;1>
1021;1>
1022;1>
1023;1>
1306;1>
1479;1>
1635;1>
1736;1>
1743;1>
1782;1>
21;2>
26;2>
32;2>
37;2>
47;2>
51;2>
54;2>
55;2>
57;2>
59;2>
63;2>
64;2>
65;2>
73;2>
75;2>
89;2>
90;2>
91;2>
100;2>
103;2>
105;2>
106;2>
107;2>
111;2>
113;2>
117;2>
118;2>
126;2>
130;2>
133;2>
134;2>
135;2>
136;2>
145;2>
169;2>
170;2>
171;2>
177;2>
191;2>
202;2>
204;2>
220;2>
222;2>
229;2>
234;2>
243;2>
253;2>
256;2>
261;2>
268;2>
270;2>
274;2>
275;2>
279;2>
280;2>
282;2>
291;2>
303;2>
307;2>
308;2>
318;2>
320;2>
321;2>
322;2>
324;2>
325;2>
329;2>
359;2>
361;2>
363;2>
365;2>
366;2>
371;2>
372;2>
378;2>
379;2>
399;2>
400;2>
403;2>
413;2>
417;2>
423;2>
424;2>
425;2>
427;2>
434;2>
437;2>
438;2>
465;2>
466;2>
468;2>
472;2>
492;2>
493;2>
505;2>
506;2>
507;2>
517;2>
519;2>
539;2>
564;2>
565;2>
566;2>
567;2>
572;2>
574;2>
580;2>
581;2>
583;2>
584;2>
595;2>
600;2>
606;2>
631;2>
633;2>
636;2>
638;2>
681;2>
684;2>
686;2>
691;2>
693;2>
694;2>
695;2>
696;2>
702;2>
703;2>
704;2>
707;2>
708;2>
709;2>
715;2>
716;2>
722;2>
723;2>
724;2>
728;2>
731;2>
746;2>
750;2>
753;2>
761;2>
762;2>
767;2>
768;2>
772;2>
779;2>
782;2>
783;2>
784;2>
795;2>
798;2>
799;2>
801;2>
804;2>
812;2>
819;2>
824;2>
829;2>
830;2>
831;2>
834;2>
835;2>
836;2>
838;2>
873;2>
881;2>
885;2>
894;2>
910;2>
911;2>
913;2>
921;2>
927;2>
928;2>
930;2>
939;2>
941;2>
942;2>
943;2>
946;2>
947;2>
951;2>
963;2>
967;2>
969;2>
988;2>
990;2>
991;2>
992;2>
993;2>
995;2>
998;2>
999;2>
1000;2>
1002;2>
1004;2>
1005;2>
1008;2>
1009;2>
1010;2>
1011;2>
1014;2>
1016;2>
1022;2>
1023;2>
1024;2>
1032;2>
1042;2>
1044;2>
1059;2>
1061;2>
1076;2>
1078;2>
1079;2>
1082;2>
1084;2>
1100;2>
1103;2>
1106;2>
1110;2>
1112;2>
1114;2>
1116;2>
1120;2>
1121;2>
1145;2>
1146;2>
1148;2>
1149;2>
1150;2>
1151;2>
1153;2>
1176;2>
1177;2>
1184;2>
1189;2>
1199;2>
1200;2>
1201;2>
1202;2>
1204;2>
1205;2>
1207;2>
1209;2>
1211;2>
1228;2>
1230;2>
1234;2>
1240;2>
1242;2>
1244;2>
1246;2>
1280;2>
1284;2>
1288;2>
1291;2>
1295;2>
1301;2>
1302;2>
1306;2>
1308;2>
1309;2>
1313;2>
1335;2>
1338;2>
1340;2>
1341;2>
1344;2>
1345;2>
1348;2>
1349;2>
1352;2>
1353;2>
1355;2>
1356;2>
1360;2>
1366;2>
1397;2>
1419;2>
1420;2>
1425;2>
1435;2>
1437;2>
1441;2>
1463;2>
1467;2>
1472;2>
1479;2>
1490;2>
1493;2>
1505;2>
1507;2>
1508;2>
1532;2>
1542;2>
1567;2>
1569;2>
1570;2>
1574;2>
1579;2>
1581;2>
1595;2>
1598;2>
1609;2>
1616;2>
1623;2>
1631;2>
1633;2>
1635;2>
1636;2>
1637;2>
1665;2>
1670;2>
1677;2>
1678;2>
1680;2>
1681;2>
1684;2>
1685;2>
1686;2>
1691;2>
1692;2>
1693;2>
1705;2>
1707;2>
1709;2>
1711;2>
1714;2>
1719;2>
1725;2>
1728;2>
1732;2>
1733;2>
1736;2>
1742;2>
1743;2>
1745;2>
1751;2>
1753;2>
1755;2>
1758;2>
1768;2>
1780;2>
35;3>
55;3>
63;3>
89;3>
120;3>
130;3>
148;3>
152;3>
221;3>
229;3>
233;3>
234;3>
242;3>
249;3>
252;3>
253;3>
363;3>
399;3>
417;3>
424;3>
427;3>
429;3>
433;3>
539;3>
564;3>
600;3>
607;3>
694;3>
715;3>
721;3>
722;3>
723;3>
728;3>
730;3>
770;3>
772;3>
783;3>
788;3>
789;3>
791;3>
798;3>
822;3>
829;3>
941;3>
944;3>
950;3>
951;3>
990;3>
998;3>
1001;3>
1004;3>
1005;3>
1011;3>
1015;3>
1042;3>
1150;3>
1308;3>
1309;3>
1388;3>
1399;3>
1402;3>
1677;3>
1680;3>
1684;3>
1689;3>
1691;3>
1692;3>
1755;3>
1;5>
2;5>
3;5>
32;5>
33;5>
295;5>
298;5>
311;5>
312;5>
343;5>
344;5>
350;5>
351;5>
432;5>
433;5>
480;5>
482;5>
499;5>
500;5>
502;5>
503;5>
608;5>
610;5>
622;5>
623;5>
712;5>
714;5>
818;5>
819;5>
821;5>
1025;5>
1026;5>
1086;5>
1087;5>
1162;5>
1163;5>
1164;5>
1165;5>
1234;5>
1268;5>
1269;5>
1275;5>
1276;5>
1281;5>
1436;5>
1443;5>
1444;5>
1445;5>
1446;5>
1468;5>
1469;5>
1480;5>
1483;5>
1488;5>
1670;5>
1671;5>
1678;5>
1684;5>
1765;5>
145;6>
209;6>
210;6>
310;6>
341;6>
346;6>
385;6>
456;6>
458;6>
461;6>
543;6>
545;6>
569;6>
570;6>
571;6>
