14 -1 38 -1 36 -1 14 -2
14 -1 14 -1 38 -1 33 -2
36 -2
36 -1 36 -1 36 -2
36 -1 36 -2
36 -1 36 -2
36 -2
36 -1 34 -1 38 -2
14 -2
14 -1 41 -2
2 -1 41 -2
31 -1 30 -2
30 -2
30 -2
14 -1 41 -2
41 -2
14 -1 2 -2
14 -2
14 -2
14 -2
14 -2
14 -2
14 -2
14 -2
14 -1 14 -1 39 -1 38 -1 38 -1 39 -1 3 -1 32 -1 14 -1 3 -1 39 -1 38 -2
31 -1 31 -1 30 -2
14 -1 3 -1 3 -2
2 -1 2 -1 14 -2
2 -1 2 -2
2 -1 14 -1 41 -2
41 -1 41 -1 41 -2
41 -1 41 -2
41 -2
14 -2
2 -2
14 -1 41 -2
14 -1 41 -2
14 -1 41 -1 2 -1 14 -1 38 -1 33 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 34 -1 37 -1 38 -1 14 -2
14 -1 38 -1 33 -2
36 -1 36 -2
36 -2
36 -2
36 -1 36 -2
36 -1 36 -1 36 -2
36 -1 36 -1 36 -1 36 -1 36 -1 36 -2
36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 34 -1 36 -1 37 -1 38 -1 14 -2
14 -1 41 -1 41 -2
14 -1 31 -2
30 -1 17 -1 30 -1 14 -1 38 -1 33 -1 36 -1 36 -2
14 -2
41 -1 36 -1 36 -2
36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -2
36 -1 36 -1 36 -2
36 -1 37 -1 36 -1 34 -1 38 -2
30 -1 31 -1 30 -1 31 -1 30 -1 30 -1 14 -1 48 -1 14 -2
14 -2
2 -1 41 -2
14 -1 41 -2
41 -2
14 -1 41 -1 41 -2
14 -2
38 -1 36 -1 34 -1 36 -1 38 -2
14 -1 41 -2
2 -1 14 -1 41 -2
14 -1 31 -1 30 -2
14 -1 2 -1 46 -1 2 -1 1 -1 1 -1 46 -1 2 -1 14 -1 31 -1 30 -2
17 -1 30 -1 14 -2
14 -1 31 -1 30 -1 41 -1 41 -2
31 -1 41 -2
14 -2
31 -1 30 -1 31 -2
31 -1 30 -2
17 -1 30 -2
14 -2
14 -1 3 -2
14 -1 38 -1 38 -1 36 -2
14 -1 3 -2
14 -2
14 -1 3 -1 2 -1 32 -1 31 -1 30 -1 30 -2
31 -1 30 -1 3 -1 38 -1 36 -2
14 -1 3 -1 32 -1 31 -2
14 -2
14 -2
14 -2
14 -2
14 -2
14 -1 32 -1 31 -1 30 -2
31 -1 30 -1 30 -1 3 -1 2 -2
32 -1 31 -1 30 -1 14 -1 41 -2
41 -2
14 -1 3 -2
14 -2
14 -1 3 -1 2 -1 32 -1 31 -1 30 -1 31 -1 30 -1 30 -2
14 -2
14 -1 3 -2
14 -2
14 -2
2 -1 41 -2
14 -2
14 -1 7 -1 6 -2
6 -1 6 -2
14 -1 41 -1 41 -1 41 -1 41 -1 38 -1 41 -2
41 -1 41 -1 41 -2
41 -1 41 -2
14 -1 41 -1 41 -1 41 -1 41 -1 41 -2
14 -1 38 -2
41 -2
14 -2
14 -2
14 -2
38 -1 33 -1 36 -1 14 -2
41 -1 41 -2
41 -2
41 -2
14 -2
14 -1 2 -1 31 -1 2 -2
14 -2
14 -2
14 -2
14 -2
14 -1 2 -1 38 -1 2 -2
41 -2
14 -1 31 -1 31 -1 48 -1 30 -2
14 -2
2 -1 2 -1 2 -1 2 -2
38 -2
38 -1 33 -1 41 -1 41 -2
41 -1 41 -1 41 -1 41 -2
41 -2
2 -2
2 -1 2 -1 1 -1 46 -1 14 -1 38 -1 2 -2
38 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -1 36 -2
36 -1 36 -1 36 -1 34 -1 36 -1 38 -2
14 -2
14 -2
2 -1 38 -1 39 -1 2 -1 3 -2
41 -1 41 -1 41 -2
38 -1 33 -2
14 -1 2 -1 38 -1 14 -1 33 -2
38 -2
